,year,sex,town,age,paes,major,faculty,grade,VR,SR,AR,NA,MR,CSA,habits,approved,sch_type
1660,2019,Masculino,Cuscatancingo,20,5.2,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.6,25,10,5,55,15,30,12,Aprobado,No clasificable
1661,2019,Masculino,Guazapa,21,8.08,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.8,50,80,10,50,95,30,11,Aprobado,Privado
1662,2019,Masculino,San Salvador,22,8.01,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.8,40,90,85,90,95,50,15,Aprobado,Público
1663,2019,Masculino,San Pedro Perulapan,21,7.97,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.0,75,90,50,35,20,65,4,Aprobado,Público
1664,2019,Femenino,San Salvador,20,8.67,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.0,95,80,90,95,80,70,10,Aprobado,Público
1665,2019,Masculino,San Juan Tepezontes,21,7.85,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.0,80,10,75,80,70,40,3,Aprobado,Privado
1666,2019,Masculino,San Salvador,22,7.89,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,80,5,45,65,40,70,7,Aprobado,Privado
1667,2019,Masculino,Tonacatepeque,21,8.42,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.5,95,55,90,40,80,45,6,Aprobado,Privado
1668,2019,Masculino,Nejapa,21,7.82,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.3,95,90,75,95,80,45,1,Aprobado,Público
1669,2019,Masculino,San Martín,22,8.53,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.8,95,95,55,85,50,30,2,Aprobado,Público
1670,2019,Masculino,Santa Tecla,21,7.89,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.7,95,95,70,80,85,70,7,Aprobado,Privado
1671,2019,Masculino,Ciudad Delgado,20,7.84,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,5,35,45,5,30,5,1,Aprobado,Privado
1672,2019,Masculino,Apopa,20,7.12,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.0,55,10,5,40,55,5,10,Aprobado,Público
1673,2019,Masculino,Cuscatancingo,22,7.89,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.5,90,95,85,35,95,50,12,Aprobado,Público
1674,2019,Femenino,Apopa,20,8.26,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.3,50,50,50,35,45,45,11,Aprobado,Privado
1675,2019,Masculino,Aguilares,21,8.53,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.3,95,60,70,90,95,40,4,Aprobado,Público
1676,2019,Masculino,Ilopango,21,8.37,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,95,20,80,5,50,70,8,Aprobado,Privado
1677,2019,Femenino,San Salvador,21,8.47,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.4,95,80,85,5,45,55,1,Aprobado,Público
1678,2019,Masculino,San Salvador,21,6.56,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,25,95,45,80,40,5,7,Aprobado,Privado
1679,2019,Masculino,Ilopango,23,7.61,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,90,20,35,35,75,45,18,Aprobado,Público
1680,2019,Masculino,Mejicanos,20,8.12,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.4,65,70,70,95,40,60,4,Aprobado,Privado
1681,2019,Masculino,Cuscatancingo,21,8.32,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,95,85,85,75,90,45,8,Aprobado,Privado
1682,2019,Masculino,Cojutepeque,21,7.93,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.8,40,55,95,95,15,65,12,Aprobado,Público
1683,2019,Masculino,San Martín,20,7.52,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.1,80,10,50,10,70,55,14,Aprobado,Privado
1684,2019,Femenino,San Salvador,22,7.57,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.8,30,75,65,100,55,20,11,Aprobado,Público
1685,2019,Masculino,San Salvador,21,1.0,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.4,65,90,95,75,95,75,5,Aprobado,Privado
1686,2019,Masculino,San Salvador,21,8.6,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.1,95,90,55,90,70,65,4,Aprobado,Público
1687,2019,Masculino,Mejicanos,21,7.95,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.8,70,5,15,75,10,60,7,Aprobado,Privado
1688,2019,Masculino,Mejicanos,21,8.53,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.7,95,90,95,85,70,85,12,Aprobado,Privado
1689,2019,Masculino,Ilopango,20,8.9,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.5,95,85,95,95,60,75,4,Aprobado,Privado
1690,2020,Masculino,Apopa,21,7.91,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.8,80,5,50,10,5,5,4,Aprobado,Público
1691,2020,Masculino,Apopa,22,7.63,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.1,95,50,90,60,90,40,6,Aprobado,Privado
1692,2020,Masculino,Cuscatancingo,20,8.15,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,5,60,70,50,5,40,4,Aprobado,Privado
1693,2020,Masculino,San Martín,19,8.38,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.8,95,35,95,95,30,80,3,Aprobado,Privado
1694,2020,Femenino,Tonacatepeque,19,8.6,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.1,90,25,50,90,85,65,5,Aprobado,Privado
1695,2020,Femenino,Antiguo Cuscatlán,18,1.0,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.3,75,90,80,95,70,60,2,Aprobado,No clasificable
1696,2020,Masculino,San Salvador,21,7.73,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.2,90,60,80,40,80,70,4,Aprobado,Privado
1697,2020,Masculino,Antiguo Cuscatlán,19,8.04,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.2,25,10,55,70,40,60,3,Aprobado,Privado
1698,2020,Masculino,Antiguo Cuscatlán,19,7.64,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.4,95,55,55,95,40,55,7,Aprobado,Público
1699,2020,Masculino,Mejicanos,20,8.74,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.8,65,30,55,65,10,5,10,Aprobado,Público
1700,2020,Masculino,Apopa,20,7.84,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,50,40,20,90,35,70,1,Aprobado,Privado
1701,2020,Masculino,San Salvador,20,1.0,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.2,25,75,75,10,40,45,7,Aprobado,No clasificable
1702,2020,Masculino,Guazapa,23,7.63,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.5,90,5,75,60,65,60,11,Aprobado,Privado
1703,2020,Femenino,Ciudad Delgado,19,1.0,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,40,20,20,65,60,5,5,Aprobado,Privado
1704,2020,Masculino,San Salvador,19,7.75,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.5,50,10,50,20,30,5,5,Aprobado,Público
1705,2020,Masculino,Tonacatepeque,19,8.19,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.1,85,20,45,65,85,60,7,Aprobado,Público
1706,2020,Masculino,Guazapa,20,5.45,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.8,20,15,5,50,25,40,9,Aprobado,Privado
1707,2020,Masculino,Mejicanos,20,7.9,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.2,90,45,85,35,60,70,6,Aprobado,Público
1708,2020,Masculino,San Salvador,20,8.54,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.1,95,90,90,100,95,80,4,Aprobado,Privado
1709,2020,Masculino,San Salvador,19,8.19,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.2,95,85,60,95,40,60,4,Aprobado,Privado
1710,2020,Femenino,Antiguo Cuscatlán,20,8.08,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.7,5,75,45,35,55,40,2,Aprobado,Privado
1711,2020,Masculino,Antiguo Cuscatlán,20,8.38,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.8,65,85,95,90,95,65,3,Aprobado,Público
1712,2020,Masculino,Ilopango,20,7.59,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.2,5,5,70,85,35,20,3,Aprobado,Privado
1713,2020,Masculino,San Salvador,19,8.04,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.6,50,90,90,90,70,5,5,Aprobado,Público
1714,2020,Masculino,San Salvador,19,6.98,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.2,50,40,30,80,30,20,2,Aprobado,Privado
1715,2020,Masculino,Cuscatancingo,19,8.08,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.7,75,30,55,25,35,45,9,Aprobado,Público
1716,2020,Masculino,Santa Tecla,20,8.21,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.0,65,55,50,95,75,30,15,Aprobado,Público
1717,2020,Masculino,San Vicente,19,7.9,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.4,35,5,20,75,5,40,12,Aprobado,Público
1718,2020,Masculino,Mejicanos,20,7.99,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.2,35,80,75,40,95,5,2,Aprobado,Público
1719,2020,Femenino,Cuscatancingo,19,8.6,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.0,95,90,80,95,85,75,5,Aprobado,Privado
1720,2020,Masculino,San Salvador,20,8.43,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.4,95,75,70,100,70,50,5,Aprobado,Público
1721,2020,Masculino,San Marcos,20,8.48,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.5,80,85,75,75,95,50,2,Aprobado,Privado
1722,2020,Femenino,Ilopango,20,8.01,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,75,95,20,85,75,5,5,Aprobado,Público
1723,2020,Femenino,Colon,20,9.04,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.5,95,85,95,75,90,55,6,Aprobado,Público
1724,2020,Masculino,San Martín,19,7.87,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.1,75,20,20,15,30,50,4,Aprobado,Público
1725,2020,Femenino,Santa Ana,19,8.54,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.7,100,100,95,100,95,10,5,Aprobado,Privado
1726,2020,Femenino,Tonacatepeque,19,8.38,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.2,90,85,85,60,75,30,4,Aprobado,Público
1727,2020,Masculino,San Salvador,27,5.82,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.4,10,40,30,90,80,5,4,Aprobado,Privado
1728,2020,Masculino,Antiguo Cuscatlán,21,8.19,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.7,95,50,50,95,70,65,9,Aprobado,Privado
1729,2021,Masculino,Tonacatepeque,19,1.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.2,95,75,75,95,85,45,5,Aprobado,Privado
1730,2021,Masculino,Mejicanos,19,8.32,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.3,0,85,90,100,65,80,7,Aprobado,Privado
1731,2021,Masculino,San Salvador,20,8.75,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.8,90,90,95,100,65,80,9,Aprobado,Público
1732,2021,Femenino,Santa Tecla,18,1.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,20,25,35,75,15,10,6,Aprobado,Privado
1733,2021,Masculino,Cojutepeque,25,8.13,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,9.2,90,90,80,100,40,50,4,Aprobado,Privado
1734,2021,Masculino,Santa Tecla,20,8.32,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.4,95,95,90,100,85,65,2,Aprobado,Privado
1735,2021,Masculino,Santa Tecla,19,8.28,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.0,90,65,55,100,25,60,0,Aprobado,Público
1736,2021,Masculino,Cuscatancingo,20,7.84,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.6,75,25,35,85,65,70,0,Aprobado,Privado
1737,2021,Masculino,Mejicanos,20,7.97,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.4,95,35,55,95,90,80,0,Aprobado,Público
1738,2021,Masculino,Ayutuxtepeque,19,1.0,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.7,80,40,30,90,10,20,0,Aprobado,Privado
1739,2021,Masculino,Ilobasco,18,8.43,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.0,95,90,90,100,40,40,0,Aprobado,Público
1740,2021,Femenino,Apopa,19,7.94,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.6,95,35,70,90,15,40,0,Aprobado,Privado
1741,2021,Masculino,Santa Ana,18,1.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,9.4,95,70,80,100,65,90,0,Aprobado,Privado
1742,2021,Masculino,San Salvador,19,1.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.5,95,95,85,100,95,15,0,Aprobado,Privado
1743,2021,Femenino,Apopa,18,1.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.3,80,90,90,100,55,10,0,Aprobado,Público
1744,2021,Masculino,Ilobasco,19,7.53,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.0,15,5,20,70,40,40,0,Aprobado,Público
1745,2021,Femenino,Mejicanos,19,5.83,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.5,90,40,60,95,95,5,0,Aprobado,Público
1746,2021,Masculino,Tonacatepeque,19,7.84,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.3,95,75,70,40,55,70,0,Aprobado,Público
1747,2021,Masculino,San Pedro Perulapan,17,1.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.4,85,0,80,100,85,80,0,Aprobado,Público
1748,2021,Femenino,San Martín,19,7.67,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,65,25,25,85,70,10,0,Aprobado,Público
1749,2021,Femenino,Ilopango,19,1.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.6,90,60,70,90,85,65,0,Aprobado,Privado
1750,2021,Masculino,San Martín,18,1.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.8,90,85,95,95,40,90,0,Aprobado,Privado
1751,2021,Masculino,Ilopango,18,1.0,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,50,25,15,80,30,30,0,Aprobado,Privado
1752,2021,Femenino,Tonacatepeque,19,4.89,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.1,75,20,15,95,50,5,0,Aprobado,Público
1753,2021,Femenino,San Salvador,19,8.04,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.4,80,80,70,85,70,5,0,Aprobado,Privado
1754,2021,Femenino,San Miguel,17,1.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.7,95,95,80,100,85,70,0,Aprobado,Público
1755,2021,Masculino,Mejicanos,19,1.0,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.3,65,5,25,90,5,75,0,Aprobado,Privado
1756,2021,Masculino,Colon,19,1.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.8,70,45,60,90,75,75,0,Aprobado,Privado
1757,2021,Femenino,Santa Ana,18,1.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.7,100,85,80,100,95,65,0,Aprobado,Privado
1758,2021,Femenino,Tonacatepeque,23,3.75,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.7,80,20,30,95,30,20,0,Aprobado,Público
1759,2021,Masculino,Ilopango,18,8.83,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.2,75,60,80,100,65,55,0,Aprobado,Privado
1760,2021,Femenino,San Salvador,18,1.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.6,95,90,95,95,90,10,0,Aprobado,Privado
1761,2021,Femenino,Ciudad Delgado,19,8.28,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.3,90,90,90,100,65,70,0,Aprobado,Privado
1762,2017,Femenino,San Salvador,23,4.69,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.1,65,25,10,60,10,5,4,Aprobado,Privado
1763,2017,Femenino,Cojutepeque,22,7.8,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,9.1,85,50,60,70,80,80,17,Aprobado,Público
1764,2017,Femenino,Santa Tecla,25,7.61,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,9.1,85,35,65,75,40,55,8,Aprobado,Privado
1765,2017,Masculino,Tonacatepeque,22,7.11,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.0,40,20,20,40,5,45,6,Aprobado,Público
1766,2017,Femenino,San Martín,23,4.28,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,7.8,55,10,15,80,20,5,4,Aprobado,Privado
1767,2017,Femenino,Apopa,23,6.54,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.3,35,50,55,40,35,5,4,Aprobado,Privado
1768,2017,Femenino,San Salvador,22,7.93,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.7,80,80,80,85,80,5,5,Aprobado,Privado
1769,2017,Femenino,San Salvador,24,6.57,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.7,30,25,5,90,15,5,6,Aprobado,Privado
1770,2017,Masculino,Jiquilisco,23,3.66,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.5,55,5,5,40,70,50,5,Aprobado,Público
1771,2017,Femenino,Tonacatepeque,23,8.2,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,9.1,75,10,60,75,35,5,3,Aprobado,Privado
1772,2017,Femenino,Apopa,22,3.7,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,7.8,75,30,10,30,35,5,6,Aprobado,Privado
1773,2017,Femenino,Ciudad Delgado,22,5.3,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.3,80,50,70,5,70,15,14,Aprobado,No clasificable
1774,2017,Femenino,Ilopango,23,6.93,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.8,75,25,35,80,65,65,6,Aprobado,Privado
1775,2017,Femenino,Tonacatepeque,23,0.0,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.0,25,20,65,85,20,55,5,Aprobado,Público
1776,2017,Masculino,San Salvador,23,7.76,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.5,65,10,20,10,40,70,9,Aprobado,Público
1777,2017,Masculino,Cojutepeque,23,4.46,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.5,40,5,15,80,30,45,5,Aprobado,Privado
1778,2017,Femenino,San Pedro Perulapan,22,7.11,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.1,20,30,40,70,35,25,10,Aprobado,Privado
1779,2017,Masculino,San Salvador,25,6.57,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.1,85,40,45,85,35,25,9,Aprobado,Privado
1780,2017,Femenino,Ilobasco,21,7.63,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.7,80,5,15,65,60,30,10,Aprobado,Público
1781,2017,Masculino,Quezaltepeque,23,7.83,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.9,20,5,30,25,40,5,11,Aprobado,Público
1782,2017,Femenino,San Salvador,22,7.73,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,9.0,90,35,45,50,65,55,5,Aprobado,Privado
1783,2017,Femenino,Guazapa,24,5.14,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.6,70,10,5,20,15,30,15,Aprobado,Privado
1784,2017,Masculino,San Martín,22,7.33,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.9,50,55,60,50,25,30,3,Aprobado,Público
1785,2017,Masculino,San Vicente,23,5.83,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.4,70,10,60,55,85,45,4,Aprobado,Público
1786,2017,Femenino,San Martín,22,3.3,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,7.9,20,10,10,80,35,55,4,Aprobado,Privado
1787,2017,Femenino,Apopa,22,7.33,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.6,55,25,35,70,35,5,3,Aprobado,No clasificable
1788,2017,Femenino,Santo Domingo,22,3.43,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,7.5,25,25,10,75,10,5,5,Aprobado,No clasificable
1789,2018,Masculino,Ilopango,23,5.3,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,7.9,40,5,25,40,25,30,6,Aprobado,Privado
1790,2018,Femenino,San Martín,21,3.62,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.0,15,15,20,60,20,30,3,Aprobado,Privado
1791,2018,Femenino,Aguilares,21,6.39,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.5,40,10,15,35,20,5,7,Aprobado,Público
1792,2018,Femenino,Ilopango,22,8.59,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,9.0,95,30,70,80,25,45,6,Aprobado,Privado
1793,2018,Femenino,Ciudad Delgado,22,7.64,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,7.9,65,55,45,70,10,55,4,Aprobado,Público
1794,2018,Masculino,El Rosario,21,7.61,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.4,85,35,15,80,55,50,1,Aprobado,Público
1795,2018,Femenino,San Salvador,21,7.85,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.6,80,20,45,90,60,90,4,Aprobado,Privado
1796,2018,Femenino,Tonacatepeque,22,5.12,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.2,20,30,65,20,20,20,5,Aprobado,Público
1797,2018,Femenino,Mejicanos,22,7.66,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,7.7,50,15,20,30,45,30,5,Aprobado,Público
